"","GENE_ID","LUSC1","LUSC2","LUSC3","LUSC4","LUSC5","LUSC6","NORM1","NORM2","NORM3"
"20069","ENSG00000204740.8",8,26,0,6,0,35,61,86,262
"20070","ENSG00000204745.3",151,150,226,175,119,130,64,37,89
"20071","ENSG00000204754.3",0,0,0,0,0,0,0,0,0
"20072","ENSG00000204758.6",13,23,12,12,12,12,32,37,78
"20073","ENSG00000204764.11",149,504,24,247,203,141,255,264,504
"20074","ENSG00000204767.3",0,10,2,8,1,10,6,5,37
"20075","ENSG00000204776.6",0,5,3,13,1,5,3,0,1
"20076","ENSG00000204778.4",6,9,28,29,39,17,2,0,13
"20077","ENSG00000204779.2",0,0,1,1,1,0,0,1,2
"20078","ENSG00000204780.5",0,0,0,1,0,2,0,2,0
"20079","ENSG00000204787.7",0,0,0,0,0,0,0,0,0
"20080","ENSG00000204789.4",121,629,195,196,135,109,1132,1080,1500
"20081","ENSG00000204790.9",0,3,0,2,1,6,2,10,0
"20082","ENSG00000204791.7",4,17,15,15,45,5,4,4,13
"20083","ENSG00000204792.2",82,304,103,518,141,6,3,0,12
"20084","ENSG00000204801.7",0,0,0,0,0,0,0,1,0
"20085","ENSG00000204802.3",3,1,1,0,4,0,0,1,1
"20086","ENSG00000204805.8",0,0,0,0,0,0,0,0,0
"20087","ENSG00000204814.5",0,0,0,0,0,0,0,0,0
"20088","ENSG00000204815.7",10,95,476,37,11,44,772,203,439
"20089","ENSG00000204816.5",0,0,0,0,0,0,0,0,0
"20090","ENSG00000204818.4",0,2,1,2,0,3,59,9,60
"20091","ENSG00000204822.6",152,245,191,216,188,157,106,116,161
"20092","ENSG00000204832.8",2,852,2,7,28,0,17,11,11
"20093","ENSG00000204837.3",31,26,27,38,61,11,29,19,23
"20094","ENSG00000204839.7",315,702,186,471,367,274,215,267,719
"20095","ENSG00000204842.13",1363,2070,1330,2907,1615,2049,2749,1408,4494
"20096","ENSG00000204843.11",5671,7063,8486,15111,7969,8356,16548,6077,22198
"20097","ENSG00000204849.6",0,1,0,0,0,0,0,0,0
"20098","ENSG00000204850.4",0,0,0,0,0,0,0,1,0
"20099","ENSG00000204851.6",237,166,66,293,123,107,237,150,310
"20100","ENSG00000204852.14",657,1324,852,1191,664,995,2262,1418,2521
"20101","ENSG00000204856.10",112,543,197,461,199,129,287,350,239
"20102","ENSG00000204859.10",312,1488,711,944,941,627,991,1107,1693
"20103","ENSG00000204860.4",131,349,203,380,126,172,94,107,168
"20104","ENSG00000204866.7",12,47,69,751,14,132,5,26,4
"20105","ENSG00000204869.7",125,6,38,77,119,62,0,1,3
"20106","ENSG00000204872.3",0,10,7,4,1,0,17,15,16
"20107","ENSG00000204873.4",0,0,0,0,0,0,0,0,0
"20108","ENSG00000204876.4",1,5,2,3,0,5,4,6,9
"20109","ENSG00000204880.7",0,0,0,0,0,0,0,0,0
"20110","ENSG00000204882.3",14,13,0,11,2,65,95,28,125
"20111","ENSG00000204887.4",0,0,0,0,0,0,0,0,0
"20112","ENSG00000204889.9",1,7,22,1,25,1,24,14,1
"20113","ENSG00000204894.4",0,10,0,14,0,22,0,0,9
"20114","ENSG00000204897.6",0,0,0,1,1,0,0,0,0
"20115","ENSG00000204899.5",1337,3904,2196,1497,1602,2512,1033,1665,822
"20116","ENSG00000204904.6",1,4,3,8,5,6,15,10,9
"20117","ENSG00000204909.6",1,1,2,3,1,0,0,0,3
"20118","ENSG00000204913.5",0,1,0,1,1,1,0,3,4
"20119","ENSG00000204915.3",0,0,0,0,0,0,0,0,0
"20120","ENSG00000204918.3",0,0,0,0,0,0,0,0,0
"20121","ENSG00000204919.1",0,0,0,0,0,0,0,0,0
"20122","ENSG00000204920.9",110,198,95,81,33,149,198,145,298
"20123","ENSG00000204922.4",1249,2154,1897,1358,1199,550,657,1455,746
"20124","ENSG00000204923.3",137,153,234,269,291,287,305,295,263
"20125","ENSG00000204928.1",4,0,0,2,2,1,0,0,0
"20126","ENSG00000204929.10",0,1,3,2,0,1,16,8,18
"20127","ENSG00000204930.8",0,21,8,6,0,5,11,19,19
"20128","ENSG00000204933.3",8,5,5,18,11,0,1,0,6
"20129","ENSG00000204934.9",40,76,23,77,120,43,65,55,77
"20130","ENSG00000204936.8",361,19,41,167,69,142,214,25,439
"20131","ENSG00000204941.12",2,1,0,4,1,12,0,0,0
"20132","ENSG00000204946.8",741,1366,681,740,976,949,486,435,997
"20133","ENSG00000204947.7",165,171,146,503,123,189,227,127,324
"20134","ENSG00000204949.7",45,43,39,15,5,258,2,0,0
"20135","ENSG00000204950.3",8,531,784,21,3,20,956,268,398
"20136","ENSG00000204952.2",1,0,0,2,0,2,0,0,0
"20137","ENSG00000204954.8",390,962,379,697,371,346,448,448,335
"20138","ENSG00000204956.5",107,13,34,69,71,58,68,13,86
"20139","ENSG00000204959.4",113,84,995,581,166,882,63,52,487
"20140","ENSG00000204960.6",1,0,4,0,2,1,0,0,1
"20141","ENSG00000204961.6",3,0,0,0,0,1,5,7,8
"20142","ENSG00000204962.5",0,0,1,0,0,2,3,1,5
"20143","ENSG00000204963.5",1,3,3,3,0,14,22,6,20
"20144","ENSG00000204965.7",2,3,2,2,0,9,7,9,13
"20145","ENSG00000204967.9",2,4,12,9,23,13,86,18,171
"20146","ENSG00000204969.6",0,3,1,3,0,6,26,10,19
"20147","ENSG00000204970.8",5,0,0,6,0,2,9,6,18
"20148","ENSG00000204971.3",0,0,0,1,0,0,1,4,14
"20149","ENSG00000204977.8",680,3318,1319,1655,902,1774,1840,1951,2437
"20150","ENSG00000204978.2",0,2,1,3,1,2,8,8,26
"20151","ENSG00000204979.6",0,0,0,0,0,0,0,0,0
"20152","ENSG00000204982.3",0,0,10,3,5,0,0,0,0
"20153","ENSG00000204983.11",0,28,0,1,1,213,0,2,1
"20154","ENSG00000204989.3",0,0,0,0,0,0,0,0,0
"20155","ENSG00000204990.3",0,0,0,0,0,0,0,0,0
"20156","ENSG00000204991.9",156,477,378,523,849,870,230,430,581
"20157","ENSG00000204993.3",0,0,0,0,1,0,0,0,0
"20158","ENSG00000205002.3",44,75,2,21,3,19,365,563,173
"20159","ENSG00000205015.1",0,0,0,0,0,0,0,0,0
"20160","ENSG00000205018.2",1,6,0,5,1,0,18,11,53
"20161","ENSG00000205022.8",0,0,0,0,0,0,2,2,1
"20162","ENSG00000205025.7",0,0,0,0,0,3,3,7,3
"20163","ENSG00000205029.1",0,0,0,0,0,0,0,0,0
"20164","ENSG00000205030.1",0,0,0,0,0,0,0,0,0
"20165","ENSG00000205035.7",8,0,1,1,19,0,0,1,1
"20166","ENSG00000205037.2",33,3,2,5,0,6,25,55,28
"20167","ENSG00000205038.10",2,34,23,35,4,30,1113,459,890
"20168","ENSG00000205041.1",10,4,8,30,5,6,6,13,25
"20169","ENSG00000205044.3",0,0,0,0,0,0,0,0,0
"20170","ENSG00000205045.7",7,90,57,229,24,39,220,96,129
"20171","ENSG00000205054.5",0,4,12,9,1,11,8,15,6
"20172","ENSG00000205056.8",0,4,10,31,2,8,4,10,5
"20173","ENSG00000205057.4",6,14,0,3,3,4,11,0,0
"20174","ENSG00000205060.9",711,952,1212,1422,618,1366,1251,811,1750
"20175","ENSG00000205076.4",45,26,4334,548,1,2202,2,0,6
"20176","ENSG00000205078.5",14,65,68,37,41,21,33,86,68
"20177","ENSG00000205084.9",175,595,946,274,177,614,2322,950,1150
"20178","ENSG00000205085.7",1,23,33,89,91,54,9,45,63
"20179","ENSG00000205086.6",1,3,10,12,0,4,54,35,525
"20180","ENSG00000205089.6",0,496,27,13,10,76,45,12,71
"20181","ENSG00000205090.7",17,18,14,57,10,27,69,65,89
"20182","ENSG00000205097.5",0,0,0,0,0,0,0,0,0
"20183","ENSG00000205100.2",2,5,2,2,5,9,3,1,0
"20184","ENSG00000205105.6",2,12,8,7,2,4,2,6,3
"20185","ENSG00000205106.4",1,1,3,12,5,5,43,51,29
"20186","ENSG00000205108.5",0,0,4,5,2,2,5,4,2
"20187","ENSG00000205111.7",1,4,4,8,2,0,8,6,4
"20188","ENSG00000205116.3",44,2,0,4,0,2,0,0,1
"20189","ENSG00000205126.2",1,1,0,2,0,0,1,1,3
"20190","ENSG00000205129.7",23,37,108,23,7,30,133,80,80
"20191","ENSG00000205133.10",458,2479,292,633,256,1869,3016,3303,3076
"20192","ENSG00000205138.3",358,1294,529,716,785,380,591,1010,772
"20193","ENSG00000205143.2",6,5,2,8,0,4,1,1,2
"20194","ENSG00000205155.6",1144,2256,2419,1865,2107,1505,2620,2688,2449
"20195","ENSG00000205174.4",0,0,0,0,0,2,0,0,0
"20196","ENSG00000205176.3",0,0,0,0,0,0,0,0,0
"20197","ENSG00000205177.6",3,4,4,6,12,3,5,4,53
"20198","ENSG00000205181.5",12,104,23,153,24,148,410,367,509
"20199","ENSG00000205184.2",0,1,0,2,0,0,0,0,0
"20200","ENSG00000205186.2",1,0,0,5,2,1,0,1,1
"20201","ENSG00000205189.10",598,3959,1191,1473,618,896,2403,854,2197
"20202","ENSG00000205208.4",411,1047,652,1104,389,677,595,482,380
"20203","ENSG00000205209.6",12,48,20,32,30,19,17,22,81
"20204","ENSG00000205212.3",0,0,0,1,2,0,0,5,3
"20205","ENSG00000205213.12",2476,829,1647,2463,1269,3819,1344,376,465
"20206","ENSG00000205215.7",1,0,3,1,0,1,0,1,0
"20207","ENSG00000205220.10",334,1615,1582,1154,275,671,2987,2929,3107
"20208","ENSG00000205221.11",25,143,13,27,8,6,312,24,160
"20209","ENSG00000205231.1",7,5,47,11,16,0,48,6,30
"20210","ENSG00000205236.6",0,0,0,0,4,0,0,0,1
"20211","ENSG00000205238.8",12,11,9,22,30,26,5,7,33
"20212","ENSG00000205240.4",0,1,8,0,0,0,24,15,26
"20213","ENSG00000205246.7",188,493,281,1143,97,214,1478,1146,1808
"20214","ENSG00000205250.7",1897,3753,5331,5262,3176,5045,3966,2318,5937
"20215","ENSG00000205266.8",0,0,2,0,1,1,0,0,0
"20216","ENSG00000205267.5",0,0,1,0,0,5,0,1,1
"20217","ENSG00000205268.9",966,6242,2341,1855,1538,2196,1835,1411,1700
"20218","ENSG00000205269.5",255,738,94,312,334,351,1109,930,1810
"20219","ENSG00000205274.3",0,0,13,3,2,0,0,0,0
"20220","ENSG00000205277.8",4,20,69,66,8,85,61,83,179
"20221","ENSG00000205279.7",1,0,7,0,1,3,7,4,0
"20222","ENSG00000205293.3",4,0,3,97,5,0,2,3,0
"20223","ENSG00000205300.3",0,4,0,0,0,0,1,1,2
"20224","ENSG00000205301.10",0,0,1,0,1,0,5,2,3
"20225","ENSG00000205302.5",973,2608,2477,3553,1405,2781,5887,6719,10517
"20226","ENSG00000205307.9",0,18,7,8,7,2,0,9,8
"20227","ENSG00000205309.12",148,291,102,321,599,172,118,123,145
"20228","ENSG00000205312.7",0,0,0,0,2,0,0,0,0
"20229","ENSG00000205318.5",3,6,2,3,7,1,2,3,3
"20230","ENSG00000205323.7",72,210,107,160,89,64,164,165,139
"20231","ENSG00000205325.1",1,31,0,0,1,20,1,1,0
"20232","ENSG00000205327.3",0,0,0,0,0,0,0,0,0
"20233","ENSG00000205328.2",0,0,0,0,0,0,0,0,0
"20234","ENSG00000205329.1",1,0,0,0,0,0,0,0,0
"20235","ENSG00000205330.3",0,0,0,0,0,0,0,0,0
"20236","ENSG00000205331.5",0,0,0,0,0,0,0,1,0
"20237","ENSG00000205333.5",0,0,0,0,1,0,0,0,0
"20238","ENSG00000205334.2",76,2,4,40,19,17,2,1,12
"20239","ENSG00000205336.10",5503,9487,8457,14878,8823,23032,5451,1517,12690
"20240","ENSG00000205339.8",9045,17908,6645,20072,4590,13776,10854,7832,13690
"20241","ENSG00000205352.9",2162,3826,2563,4408,2467,3131,4733,4818,7690
"20242","ENSG00000205356.8",538,1670,1162,2022,1829,1082,3682,1581,5423
"20243","ENSG00000205358.3",7,156,40,24,5,26,0,58,11
"20244","ENSG00000205359.8",1,45,1,0,7,9,0,0,0
"20245","ENSG00000205360.6",0,0,0,0,0,0,0,0,0
"20246","ENSG00000205361.7",0,19,2,6,2,11,11,11,33
"20247","ENSG00000205362.9",1,8,5,27,1,15,169,39,1367
"20248","ENSG00000205363.5",358,36,185,673,126,1361,412,224,915
"20249","ENSG00000205364.3",4,106,43,65,7,46,697,445,4296
"20250","ENSG00000205396.10",30,26,13,2,5,0,0,2,0
"20251","ENSG00000205403.11",93,649,596,772,739,1748,5603,4171,6336
"20252","ENSG00000205409.3",0,0,0,0,0,2,0,0,0
"20253","ENSG00000205412.5",1,1,0,1,1,2,0,0,0
"20254","ENSG00000205413.6",240,3143,1446,7024,1074,5623,3919,1284,2775
"20255","ENSG00000205414.1",0,0,1,4,0,2,41,19,44
"20256","ENSG00000205420.9",114532,4630,343338,332215,201987,362840,395,16,189
"20257","ENSG00000205423.10",293,751,490,1532,291,1001,894,1170,1318
"20258","ENSG00000205424.1",1,1,2,1,0,2,0,0,2
"20259","ENSG00000205426.9",14,1909,304,37,35,24,18,8,6
"20260","ENSG00000205433.4",0,0,0,0,0,0,0,0,0
"20261","ENSG00000205436.6",20,27,44,60,40,37,134,143,164
"20262","ENSG00000205439.9",0,0,0,0,0,0,0,0,0
"20263","ENSG00000205442.11",0,0,0,0,0,0,0,0,0
"20264","ENSG00000205444.2",0,2,3,8,0,1,0,0,0
"20265","ENSG00000205445.3",10,0,0,2,0,0,0,0,0
"20266","ENSG00000205449.10",0,0,1,0,0,0,1,0,1
"20267","ENSG00000205452.4",0,0,0,0,0,0,0,0,0
"20268","ENSG00000205456.10",3,0,0,3,3,7,1,1,0
"20269","ENSG00000205457.9",0,0,0,0,0,0,0,0,0
"20270","ENSG00000205464.10",29,167,124,201,175,156,197,202,507
"20271","ENSG00000205476.7",2664,1159,2550,3101,3227,1772,1511,784,3213
"20272","ENSG00000205482.8",13,12,9,10,4,6,5,7,32
"20273","ENSG00000205485.12",64,276,132,184,162,190,88,115,163
"20274","ENSG00000205488.7",210,35,81,426,173,548,7,4,2
"20275","ENSG00000205494.8",0,0,0,0,0,0,0,0,0
"20276","ENSG00000205495.1",0,0,0,0,0,0,0,0,0
"20277","ENSG00000205496.1",0,0,0,0,0,0,0,0,0
"20278","ENSG00000205497.3",0,1,0,0,0,0,0,0,0
"20279","ENSG00000205500.7",1,4,3,6,1,1,1,3,3
"20280","ENSG00000205502.3",9,46,87,53,93,152,224,327,308
"20281","ENSG00000205517.11",6,468,22,56,20,106,510,710,1350
"20282","ENSG00000205531.11",7445,17160,7488,11495,5845,8682,6468,5245,7680
"20283","ENSG00000205534.6",43,178,63,93,75,79,49,62,59
"20284","ENSG00000205537.2",0,0,3,0,0,1,6,3,10
"20285","ENSG00000205542.9",29569,66820,50607,67542,21298,40011,148970,336481,226311
"20286","ENSG00000205544.3",668,1377,1477,1665,1477,475,1272,2423,1257
"20287","ENSG00000205549.7",0,1,3,2,0,1,0,0,0
"20288","ENSG00000205559.3",55,47,35,54,14,35,24,45,25
"20289","ENSG00000205560.11",133,99,63,241,65,90,11,32,43
"20290","ENSG00000205562.2",5,3,8,27,29,18,34,21,12
"20291","ENSG00000205571.11",127,233,275,261,6,193,2,80,152
"20292","ENSG00000205572.8",7,26,29,35,16,36,23,25,51
"20293","ENSG00000205578.5",12,15,13,24,24,32,10,28,41
"20294","ENSG00000205579.3",5,7,5,5,7,14,2,1,2
"20295","ENSG00000205581.9",4067,12935,5880,8034,4851,7748,4251,5869,6599
"20296","ENSG00000205583.12",16,36,16,16,20,27,20,14,35
"20297","ENSG00000205584.6",2,2,3,0,6,0,3,0,2
"20298","ENSG00000205592.12",0,12,0,3,0,2,0,1,2
"20299","ENSG00000205593.10",314,165,796,505,240,416,1135,609,1316
"20300","ENSG00000205596.4",0,0,0,0,0,1,0,0,0
"20301","ENSG00000205609.11",2,7,17,8,12,16,10,7,17
"20302","ENSG00000205611.3",0,61,1,8,0,9,12,11,0
"20303","ENSG00000205622.8",17,2,9,7,20,23,25,64,60
"20304","ENSG00000205625.2",0,0,0,0,0,0,0,0,0
"20305","ENSG00000205628.2",0,1,103,0,8,0,4,2,3
"20306","ENSG00000205629.10",988,2398,855,1167,1272,1417,1370,1377,1722
"20307","ENSG00000205632.2",0,0,0,0,0,0,0,0,2
"20308","ENSG00000205634.5",114,16,14,42,85,31,0,1,1
"20309","ENSG00000205636.3",0,0,0,0,0,0,0,0,0
"20310","ENSG00000205639.8",27,53,41,41,26,34,16,21,54
"20311","ENSG00000205642.8",0,0,3,0,1,1,0,2,3
"20312","ENSG00000205643.9",422,426,765,712,246,238,533,567,510
"20313","ENSG00000205644.5",0,0,0,0,1,0,0,0,0
"20314","ENSG00000205649.6",0,0,0,0,0,2,0,0,0
"20315","ENSG00000205653.1",0,0,0,0,0,0,0,0,0
"20316","ENSG00000205659.9",273,883,649,1336,1095,534,1041,833,923
"20317","ENSG00000205662.2",0,0,0,0,0,21,0,0,0
"20318","ENSG00000205663.5",1,3,0,3,3,88,1,0,0
"20319","ENSG00000205664.9",310,1066,292,598,336,203,109,147,399
"20320","ENSG00000205667.2",10,143,1,2,21,2,0,2,1
"20321","ENSG00000205669.2",0,1,0,0,0,0,3,0,1
"20322","ENSG00000205670.9",2,1,0,0,0,1,0,1,0
"20323","ENSG00000205678.6",0,0,0,0,0,0,0,0,0
"20324","ENSG00000205682.2",0,1,0,1,2,0,0,0,1
"20325","ENSG00000205683.10",8,7,24,35,4,26,109,44,37
"20326","ENSG00000205693.3",3,11,0,18,5,0,0,6,4
"20327","ENSG00000205695.3",0,0,0,0,0,0,0,0,0
"20328","ENSG00000205696.4",1,9,0,4,0,1,0,0,0
"20329","ENSG00000205702.9",8,47,23,53,57,16,12,13,12
"20330","ENSG00000205704.6",10,37,13,18,15,4,1,2,3
"20331","ENSG00000205707.9",211,694,556,924,282,588,1441,1667,1340
"20332","ENSG00000205710.3",20,130,200,206,397,116,119,151,357
"20333","ENSG00000205716.4",0,0,0,2,1,0,8,3,13
"20334","ENSG00000205718.7",0,0,0,0,0,0,0,0,0
"20335","ENSG00000205726.12",1313,1137,899,1292,498,2282,2492,1501,4138
"20336","ENSG00000205730.6",4260,1223,1316,4801,2391,6095,6163,1956,8602
"20337","ENSG00000205740.2",30,19,9,37,15,19,42,50,71
"20338","ENSG00000205744.8",589,1089,651,1722,546,832,1634,1255,3397
"20339","ENSG00000205745.2",0,0,0,0,0,0,1,1,4
"20340","ENSG00000205746.8",106,39,72,57,247,75,119,106,362
"20341","ENSG00000205754.9",0,0,1,11,0,0,0,0,0
"20342","ENSG00000205755.9",2,4,6,11,5,17,20,33,62
"20343","ENSG00000205758.10",634,1190,474,779,371,766,1524,1552,1605
"20344","ENSG00000205763.12",102,198,243,245,230,216,334,246,238
"20345","ENSG00000205765.7",1541,3170,3118,3434,4935,3556,2062,993,2962
"20346","ENSG00000205767.4",0,0,0,0,0,0,0,0,0
"20347","ENSG00000205771.5",164,120,46,224,70,240,60,41,124
"20348","ENSG00000205777.16",0,0,0,0,0,9,0,1,0
"20349","ENSG00000205784.2",6,10,9,26,5,3,20,9,35
"20350","ENSG00000205786.7",0,1,1,1,2,1,0,0,4
"20351","ENSG00000205790.1",9,10,8,21,21,9,1,14,21
"20352","ENSG00000205791.3",35,94,42,55,21,46,118,115,69
"20353","ENSG00000205794.4",3,5,6,2,12,7,2,3,6
"20354","ENSG00000205795.4",39,118,175,758,121,117,809,780,2585
"20355","ENSG00000205808.5",379,969,536,1502,434,893,626,492,627
"20356","ENSG00000205809.8",4,43,17,5,1,1,18,14,6
"20357","ENSG00000205810.7",2,36,0,5,0,0,5,9,2
"20358","ENSG00000205822.9",0,0,0,1,1,0,1,0,1
"20359","ENSG00000205830.1",0,1,0,0,0,1,0,0,0
"20360","ENSG00000205832.7",2,0,0,8,1,4,19,8,45
"20361","ENSG00000205835.7",0,0,5,1,0,1,12,5,1
"20362","ENSG00000205837.6",0,12,4,25,0,1,11,5,8
"20363","ENSG00000205838.11",8,32,49,21,20,35,59,27,35
"20364","ENSG00000205846.3",18,24,12,6,0,7,34,143,290
"20365","ENSG00000205847.5",71,17,3,42,2,23,0,1,2
"20366","ENSG00000205853.9",10,29,25,33,17,18,9,5,13
"20367","ENSG00000205856.3",2,0,5,2,0,0,1,0,1
"20368","ENSG00000205857.1",1,0,0,0,0,0,0,0,0
"20369","ENSG00000205858.8",0,0,0,0,0,0,0,0,2
"20370","ENSG00000205861.10",2,6,8,16,30,20,17,23,28
"20371","ENSG00000205863.8",0,1,2,4,6,0,5,5,2
"20372","ENSG00000205864.1",3,2,1,5,0,0,0,0,0
"20373","ENSG00000205865.4",0,0,0,0,1,0,0,0,0
"20374","ENSG00000205866.3",0,0,0,0,0,0,0,1,0
"20375","ENSG00000205867.3",0,4,0,0,0,0,0,0,0
"20376","ENSG00000205869.2",8,27,4,7,22,4,3,2,6
"20377","ENSG00000205871.5",32,112,31,17,22,28,84,88,32
"20378","ENSG00000205879.4",0,2,0,4,0,5,2,7,3
"20379","ENSG00000205882.7",0,0,0,0,0,0,0,0,0
"20380","ENSG00000205883.2",0,0,0,0,0,0,0,0,0
"20381","ENSG00000205884.2",0,0,0,0,0,0,0,0,0
"20382","ENSG00000205885.6",188,162,304,554,147,228,179,141,358
"20383","ENSG00000205890.3",16,61,37,111,32,25,16,55,70
"20384","ENSG00000205897.5",0,7,0,0,0,0,1,0,3
"20385","ENSG00000205898.3",0,4,1,2,2,4,3,2,0
"20386","ENSG00000205899.3",0,0,0,0,0,0,1,0,0
"20387","ENSG00000205903.5",1908,1377,1975,2954,2052,1435,1150,1052,3442
"20388","ENSG00000205913.5",26,48,46,25,25,50,11,19,53
"20389","ENSG00000205916.9",0,0,0,0,0,0,0,0,0
"20390","ENSG00000205918.8",35,93,13,40,4,24,9,9,50
"20391","ENSG00000205922.4",68,1,208,100,8,11,1,1,2
"20392","ENSG00000205923.3",0,0,0,0,0,0,0,0,0
"20393","ENSG00000205927.4",0,78,1,1,0,5,0,3,2
"20394","ENSG00000205929.8",0,0,3,3,1,1,14,12,18
"20395","ENSG00000205930.7",7,9,11,28,2,37,105,46,59
"20396","ENSG00000205936.3",0,0,0,0,0,0,0,0,0
"20397","ENSG00000205937.10",6845,8659,10115,7766,7952,7915,4839,3678,7701
"20398","ENSG00000205940.8",55,43,38,121,59,155,28,23,55
"20399","ENSG00000205944.10",0,0,0,0,0,0,0,0,0
"20400","ENSG00000205946.1",0,0,0,0,0,0,0,0,0
"20401","ENSG00000205955.4",8,8,5,29,13,8,4,2,6
"20402","ENSG00000205959.3",6,40,11,21,21,7,21,21,44
"20403","ENSG00000205971.2",3,0,0,0,0,0,0,0,0
"20404","ENSG00000205976.4",0,2,0,0,0,0,0,1,4
"20405","ENSG00000205978.5",3886,6490,1040,4480,2183,929,7901,1467,4222
"20406","ENSG00000205981.5",2091,2308,2504,2220,1561,2495,1384,2287,1350
"20407","ENSG00000205989.1",0,0,0,0,0,0,0,0,0
"20408","ENSG00000206013.2",0,0,1,0,0,0,1,0,1
"20409","ENSG00000206014.6",4,5,3,2,10,3,0,1,1
"20410","ENSG00000206026.6",0,0,0,0,0,2,0,0,0
"20411","ENSG00000206028.1",17,5,0,27,14,2,3,0,0
"20412","ENSG00000206034.1",0,0,0,0,0,0,0,0,0
"20413","ENSG00000206042.1",0,0,0,0,0,0,0,0,0
"20414","ENSG00000206043.6",22,2,0,1,0,1,8,16,52
"20415","ENSG00000206047.2",0,0,0,0,0,0,0,0,0
"20416","ENSG00000206052.9",69,63,346,306,406,877,1068,299,1199
"20417","ENSG00000206053.11",10247,8799,10095,7508,5129,10269,4764,3840,5685
"20418","ENSG00000206062.4",0,0,0,0,0,0,0,0,0
"20419","ENSG00000206066.3",3,8,3,0,1,12,1,1,2
"20420","ENSG00000206069.5",22,213,19,34,12,1,0,3,2
"20421","ENSG00000206072.11",49,3,107,94,102,258,30,3,1
"20422","ENSG00000206073.9",653,9,226,35,299,3643,4,0,0
"20423","ENSG00000206075.12",14248,390,21763,11403,13886,44720,59,21,10
"20424","ENSG00000206077.9",791,202,379,513,1645,533,345,412,1395
"20425","ENSG00000206090.4",1,0,0,1,0,1,0,3,2
"20426","ENSG00000206102.2",0,0,0,0,0,0,0,0,0
"20427","ENSG00000206104.2",0,0,0,0,0,0,0,0,0
"20428","ENSG00000206105.2",0,0,0,0,0,0,0,0,0
"20429","ENSG00000206106.2",0,0,0,0,0,0,0,0,0
"20430","ENSG00000206107.2",0,0,0,0,0,0,0,0,0
"20431","ENSG00000206113.6",0,1,14,1,1,5,14,8,44
"20432","ENSG00000206120.10",0,2,19,13,14,3,9,10,25
"20433","ENSG00000206127.9",0,1,0,4,0,0,7,2,9
"20434","ENSG00000206129.3",3,223,176,19,160,197,4,6,0
"20435","ENSG00000206140.8",16,20,10,17,25,4,12,24,22
"20436","ENSG00000206142.8",0,0,0,0,0,0,0,0,0
"20437","ENSG00000206144.5",0,0,0,0,0,4,0,0,0
"20438","ENSG00000206145.7",0,0,1,37,0,5,34,1,1
"20439","ENSG00000206147.5",1,2,3,4,1,8,0,10,3
"20440","ENSG00000206149.9",161,514,315,480,274,315,119,323,421
"20441","ENSG00000206150.3",0,0,0,1,0,0,1,1,7
"20442","ENSG00000206159.9",0,0,172,11,0,164,75,0,0
"20443","ENSG00000206168.1",4,3,1,2,6,2,1,4,0
"20444","ENSG00000206172.7",0,0,0,2,0,4,95,155,231
"20445","ENSG00000206177.5",0,0,0,0,0,0,10,5,18
"20446","ENSG00000206178.2",0,0,0,0,0,0,0,0,1
"20447","ENSG00000206181.5",1,0,2,1,4,1,0,0,0
"20448","ENSG00000206187.3",0,0,0,0,0,0,0,9,7
"20449","ENSG00000206190.10",40,340,283,1248,56,460,1348,1730,7893
"20450","ENSG00000206192.7",0,0,0,0,0,0,0,0,0
"20451","ENSG00000206195.9",125,50,20,228,361,216,16,74,56
"20452","ENSG00000206199.8",9,1,148,11,50,16,326,56,28
"20453","ENSG00000206203.4",0,0,0,0,0,0,0,0,0
"20454","ENSG00000206228.4",10,14,9,17,6,11,10,14,6
"20455","ENSG00000206249.3",0,1,5,0,0,0,1,2,2
"20456","ENSG00000206260.3",0,0,0,0,0,0,0,0,0
"20457","ENSG00000206262.7",13,13,26,89,1,157,1,0,0
"20458","ENSG00000206337.9",215,1650,1351,3096,240,1099,6593,3734,3661
"20459","ENSG00000206341.7",303,1103,1296,1784,372,501,10645,1512,4307
"20460","ENSG00000206344.6",10,79,27,88,59,9,36,40,157
"20461","ENSG00000206356.5",0,0,0,0,1,0,0,0,0
"20462","ENSG00000206384.9",32,196,47,34,113,271,5816,2264,5507
"20463","ENSG00000206417.7",26,220,72,46,63,127,57,96,142
"20464","ENSG00000206418.3",2443,3036,3005,3390,3070,3624,4265,2802,4388
"20465","ENSG00000206422.2",0,0,0,0,0,0,0,0,0
"20466","ENSG00000206432.4",47,709,60,393,338,103,62,36,31
"20467","ENSG00000206448.3",0,1,2,6,4,5,1,0,1
"20468","ENSG00000206474.7",0,0,0,0,0,0,0,0,0
"20469","ENSG00000206483.5",0,0,0,0,0,0,0,0,0
"20470","ENSG00000206503.10",10552,44790,45897,67752,9640,33125,150833,76553,147698
"20471","ENSG00000206527.8",3272,5958,4553,4862,2196,6391,4948,3120,6032
"20472","ENSG00000206530.7",14,672,470,602,267,176,610,410,716
"20473","ENSG00000206531.9",2,13,2,5,6,16,0,3,0
"20474","ENSG00000206532.2",14,5,26,5,51,37,8,7,12
"20475","ENSG00000206535.6",202,511,106,144,73,223,597,344,432
"20476","ENSG00000206536.1",0,0,0,0,0,0,0,0,0
"20477","ENSG00000206538.6",90,360,203,630,176,1134,8413,1965,6455
"20478","ENSG00000206549.11",122,20,6,11,0,26,5,8,12
