"","GENE_ID","LUSC1","LUSC2","LUSC3","LUSC4","LUSC5","LUSC6","NORM1","NORM2","NORM3"
"5614","ENSG00000125124.10",528,924,1119,1898,478,2099,1789,1824,2605
"5615","ENSG00000125144.12",47,1352,255,66,46,224,44,347,319
"5616","ENSG00000125148.6",551,8053,2853,3524,1084,4787,8494,4852,30937
"5617","ENSG00000125149.10",1142,1140,1216,1789,782,1553,908,694,1493
"5618","ENSG00000125166.11",3951,4460,8813,9836,5601,7760,4858,3245,6245
"5619","ENSG00000125170.9",504,868,943,1717,454,2866,4407,3546,6052
"5620","ENSG00000125207.6",0,5,0,0,1,3,2,0,2
"5621","ENSG00000125245.11",9,128,25,97,9,17,59,71,63
"5622","ENSG00000125246.14",19,285,331,608,329,384,381,286,384
"5623","ENSG00000125247.14",1005,2321,2140,1933,1954,1960,787,597,1194
"5624","ENSG00000125249.6",962,3493,2295,2786,1456,4879,5737,3130,5364
"5625","ENSG00000125255.6",0,1,2,0,0,0,4,13,11
"5626","ENSG00000125257.12",760,586,2431,2056,772,2384,3349,2217,5097
"5627","ENSG00000125266.6",1130,1794,9782,4393,4451,7418,12571,3895,8270
"5628","ENSG00000125285.5",2862,14,3205,2036,1644,518,78,23,24
"5629","ENSG00000125304.8",5672,15429,10987,11995,6624,17839,17716,14076,21563
"5630","ENSG00000125319.13",807,742,824,878,991,478,67,64,82
"5631","ENSG00000125337.15",2,15,2,2,10,10,39,35,17
"5632","ENSG00000125347.12",1204,8175,6275,4068,788,3210,11527,5118,19213
"5633","ENSG00000125351.9",573,2230,1829,2187,945,871,618,523,695
"5634","ENSG00000125352.5",399,956,1015,918,494,650,756,1029,846
"5635","ENSG00000125354.21",307,1604,972,2411,1008,1025,3854,1579,3448
"5636","ENSG00000125355.14",22,209,58,621,317,597,255,422,508
"5637","ENSG00000125356.6",1849,3148,6363,4960,1660,5020,2993,7109,4219
"5638","ENSG00000125363.13",0,1,0,0,0,0,0,0,0
"5639","ENSG00000125375.13",1127,828,847,1601,924,697,2129,1926,3095
"5640","ENSG00000125378.14",82,64,676,1179,156,665,1168,1901,708
"5641","ENSG00000125384.6",18,80,77,202,15,121,737,301,964
"5642","ENSG00000125385.9",0,1,0,0,0,1,0,0,0
"5643","ENSG00000125386.13",864,2927,1235,1806,1195,2236,2344,1072,3441
"5644","ENSG00000125388.18",109,221,106,192,181,463,203,201,463
"5645","ENSG00000125398.5",1282,15291,3963,2575,5206,3158,1130,353,2057
"5646","ENSG00000125409.11",1,25,69,17,42,8,124,53,88
"5647","ENSG00000125414.17",0,0,0,0,2,6,141,35,218
"5648","ENSG00000125430.7",177,197,128,390,78,593,450,132,424
"5649","ENSG00000125434.9",135,321,201,312,335,155,530,298,790
"5650","ENSG00000125445.9",2890,9476,5756,6157,3484,3719,3052,4598,4095
"5651","ENSG00000125447.15",1306,3946,1896,2975,2333,2030,2742,1893,5040
"5652","ENSG00000125449.5",810,2114,1575,1792,986,1087,1416,1065,3141
"5653","ENSG00000125450.9",2014,7521,2997,2929,3275,2428,1403,1615,1992
"5654","ENSG00000125454.10",590,1830,565,653,511,397,483,800,610
"5655","ENSG00000125457.12",1572,1937,863,1592,1867,1629,1909,1537,2719
"5656","ENSG00000125458.5",39,1790,2315,1466,1526,788,995,1513,1312
"5657","ENSG00000125459.13",654,479,1082,781,547,756,328,317,610
"5658","ENSG00000125462.15",1,2684,13,8,18,15,3,30,4
"5659","ENSG00000125482.11",1105,2420,1128,2004,1576,1178,1027,825,1198
"5660","ENSG00000125484.10",3001,8665,2317,5368,3351,5187,2205,1285,4794
"5661","ENSG00000125485.16",841,2370,1128,2079,1434,1339,783,654,1337
"5662","ENSG00000125492.8",2,0,1,0,0,0,0,0,1
"5663","ENSG00000125498.18",1,1,1,1,0,1,49,6,71
"5664","ENSG00000125503.11",1345,2850,2425,3082,1792,1861,5089,3529,10190
"5665","ENSG00000125505.15",4312,4393,3433,4030,2871,6054,3601,2153,6923
"5666","ENSG00000125508.3",279,52,5,7,9,47,24,14,21
"5667","ENSG00000125510.14",135,80,97,144,35,91,333,167,438
"5668","ENSG00000125514.8",0,1,0,0,0,0,0,0,0
"5669","ENSG00000125520.12",3811,2403,4034,4218,2824,3575,2458,2920,4197
"5670","ENSG00000125522.3",0,0,0,0,0,0,0,0,0
"5671","ENSG00000125531.6",48,10,71,15,7,57,130,37,65
"5672","ENSG00000125533.5",0,0,1,0,0,0,0,0,0
"5673","ENSG00000125534.8",8370,15738,10613,9249,6353,6400,9089,10868,20837
"5674","ENSG00000125538.10",494,160,95,800,271,3432,1080,1296,2094
"5675","ENSG00000125551.17",0,2,3,1,0,0,1,3,1
"5676","ENSG00000125571.8",1,7,2,1,2,0,1,6,4
"5677","ENSG00000125611.14",587,491,1000,1382,891,633,798,1805,1258
"5678","ENSG00000125618.15",93,410,555,87,34,735,35,263,556
"5679","ENSG00000125629.13",752,1610,1110,1676,862,2243,2509,2994,2992
"5680","ENSG00000125630.14",1712,2267,2538,2792,1396,1954,1325,784,2279
"5681","ENSG00000125631.7",2,2,2,5,4,5,4,5,1
"5682","ENSG00000125633.9",1200,2216,1942,3106,1606,2886,2411,1626,3839
"5683","ENSG00000125637.14",2754,2181,2666,5717,1915,3638,4080,2176,8555
"5684","ENSG00000125648.13",2430,2076,3604,5104,3646,3598,5918,2652,8582
"5685","ENSG00000125650.4",221,263,132,200,242,159,237,130,245
"5686","ENSG00000125651.12",4593,6765,6132,7492,5945,3445,5341,2848,8359
"5687","ENSG00000125652.6",1393,2305,1928,2384,1204,904,1856,3388,2160
"5688","ENSG00000125656.7",2438,4279,3191,3398,2477,1579,2140,2607,2622
"5689","ENSG00000125657.4",257,1193,215,561,150,909,211,308,225
"5690","ENSG00000125675.16",4,5,35,75,12,67,27,17,75
"5691","ENSG00000125676.18",2254,3254,2741,5563,1989,4004,3622,2194,4618
"5692","ENSG00000125686.10",2119,3204,2007,5625,2438,4167,3291,1098,5208
"5693","ENSG00000125691.11",17957,28484,40888,44852,14119,30379,32166,51659,38219
"5694","ENSG00000125695.12",0,0,0,0,0,0,0,0,0
"5695","ENSG00000125703.13",247,1014,398,511,407,670,1177,1100,779
"5696","ENSG00000125726.9",9,2307,23,68,25,27,38,50,26
"5697","ENSG00000125730.15",1170,14846,10630,24095,1816,35545,106268,67255,193384
"5698","ENSG00000125731.11",455,948,1603,1406,1219,912,902,1019,1928
"5699","ENSG00000125733.16",1613,2435,2758,3640,2273,2801,4339,3063,6093
"5700","ENSG00000125734.12",2114,4348,2038,3920,2890,3073,5872,4664,7692
"5701","ENSG00000125735.9",8,40,83,162,20,143,355,219,890
"5702","ENSG00000125740.12",237,1498,1355,5126,677,2164,64553,32437,60253
"5703","ENSG00000125741.4",1483,1879,1780,2417,1471,1895,1731,1007,4336
"5704","ENSG00000125743.9",7066,21567,11695,11126,4276,6540,5700,12640,6184
"5705","ENSG00000125744.10",426,488,184,510,148,554,832,621,927
"5706","ENSG00000125746.13",1697,1296,2364,3455,1961,1600,2266,1572,3386
"5707","ENSG00000125753.12",4054,7465,6273,5770,2594,6235,7540,8695,15784
"5708","ENSG00000125755.17",5546,7249,5358,6882,3909,4385,4916,2682,8821
"5709","ENSG00000125772.11",1214,2264,2008,4395,2011,4560,3158,5308,8089
"5710","ENSG00000125775.13",786,919,442,2018,835,1951,500,764,698
"5711","ENSG00000125779.20",1230,1948,1272,2956,2042,2174,2002,1081,2487
"5712","ENSG00000125780.11",583,65,2572,2593,25,177,100,12,86
"5713","ENSG00000125787.10",7,15,4,6,14,2,3,4,6
"5714","ENSG00000125788.5",6,0,9,4,5,2,0,0,0
"5715","ENSG00000125798.13",2,63,53,67,6,244,1535,2237,3463
"5716","ENSG00000125804.12",2,13,4,1,14,3,29,11,11
"5717","ENSG00000125810.9",1082,2603,2039,4021,664,5171,45259,9866,48253
"5718","ENSG00000125812.14",781,1486,1003,2310,894,1447,1107,873,1739
"5719","ENSG00000125813.12",84,55,24,30,3,0,13,0,0
"5720","ENSG00000125814.16",407,724,676,1506,753,895,781,493,828
"5721","ENSG00000125815.7",0,13,0,0,0,1,0,0,0
"5722","ENSG00000125816.4",47,31,0,2,0,0,0,0,0
"5723","ENSG00000125817.7",3159,8722,5991,7785,6561,6437,6337,4077,11578
"5724","ENSG00000125818.16",5538,8349,7377,11325,5565,8544,10351,6380,12930
"5725","ENSG00000125820.5",0,1,0,0,0,0,0,0,0
"5726","ENSG00000125821.10",1618,3341,2100,4108,1909,2727,1824,1874,2123
"5727","ENSG00000125823.11",2,3,8,3,3,4,0,0,0
"5728","ENSG00000125826.18",2266,5162,4598,6601,3487,4447,6688,4470,9202
"5729","ENSG00000125827.7",1093,3686,1224,2970,979,4757,10253,6070,10626
"5730","ENSG00000125831.8",0,0,0,0,0,0,0,0,0
"5731","ENSG00000125834.11",3531,5260,3137,5235,3266,4965,2535,1050,6568
"5732","ENSG00000125835.16",12892,27719,15958,19139,15391,10662,5453,9786,8817
"5733","ENSG00000125841.11",1196,2129,1751,4088,1902,3075,2491,1507,3046
"5734","ENSG00000125843.9",756,1463,754,1551,757,939,984,874,1375
"5735","ENSG00000125844.14",11420,8437,10345,23182,14242,14039,15031,6492,27591
"5736","ENSG00000125845.6",96,144,139,460,126,1704,4139,2724,8407
"5737","ENSG00000125846.14",681,1534,849,1581,775,602,883,1173,1028
"5738","ENSG00000125848.9",3,296,497,143,223,2047,5473,5673,13449
"5739","ENSG00000125850.9",249,2447,534,350,538,275,235,314,304
"5740","ENSG00000125851.8",2,5,33,36,102,14,347,79,1068
"5741","ENSG00000125861.13",0,0,0,0,0,0,0,0,0
"5742","ENSG00000125863.16",2533,3087,2979,4575,2010,4024,2512,2930,2647
"5743","ENSG00000125864.10",237,90,457,430,335,321,412,251,338
"5744","ENSG00000125868.14",11740,25089,17850,26276,9160,28791,52459,46020,45238
"5745","ENSG00000125869.8",76,440,206,1167,38,322,53,210,146
"5746","ENSG00000125870.9",2269,4339,2458,4372,1916,2440,2801,3148,2843
"5747","ENSG00000125871.12",1476,2470,1673,3768,2143,2059,677,651,793
"5748","ENSG00000125872.7",6,55,7,15,3,204,2623,952,4659
"5749","ENSG00000125875.12",1776,3042,2367,5030,2096,4526,4922,2479,6965
"5750","ENSG00000125877.11",1475,3506,2620,3655,2005,2244,1333,2557,1793
"5751","ENSG00000125878.5",46,105,18,25,29,134,37,70,30
"5752","ENSG00000125879.4",1,0,0,6,0,0,0,0,1
"5753","ENSG00000125885.12",1501,1966,1669,2568,1914,1386,432,289,580
"5754","ENSG00000125888.13",0,0,0,1,0,0,0,0,0
"5755","ENSG00000125895.5",130,404,78,92,49,81,269,504,924
"5756","ENSG00000125898.11",1199,3084,900,1663,1174,1579,824,815,1533
"5757","ENSG00000125899.7",0,0,0,0,0,0,0,0,0
"5758","ENSG00000125900.11",0,1,0,5,0,0,7,27,82
"5759","ENSG00000125901.5",2235,5457,3023,3893,2711,1604,1538,2841,2109
"5760","ENSG00000125903.4",0,0,0,0,0,0,0,0,0
"5761","ENSG00000125910.5",54,1146,191,259,40,104,1029,1634,2126
"5762","ENSG00000125912.9",5613,8632,6852,6368,7297,5575,3955,3054,7522
"5763","ENSG00000125931.9",4,23,20,52,70,25,22,15,221
"5764","ENSG00000125944.17",6117,13114,8805,11347,9353,8554,8491,4499,10219
"5765","ENSG00000125945.13",1146,2064,991,2395,776,1682,1353,860,1590
"5766","ENSG00000125952.17",3400,3466,4002,7602,3829,2971,4464,3062,5696
"5767","ENSG00000125954.11",1,6,4,4,1,0,5,2,5
"5768","ENSG00000125962.13",517,679,480,779,391,473,692,601,707
"5769","ENSG00000125965.7",50,23,6,21,0,12,61,154,130
"5770","ENSG00000125966.9",26,90,43,96,292,166,1038,889,2846
"5771","ENSG00000125967.15",806,1990,1021,1375,2250,1089,1332,1914,2841
"5772","ENSG00000125968.8",2411,429,3513,2245,3440,4726,4230,9190,15241
"5773","ENSG00000125970.10",7031,23335,8626,15174,13792,7615,10337,10138,14830
"5774","ENSG00000125971.15",3223,6553,3987,7038,5369,4573,5695,7049,9000
"5775","ENSG00000125975.12",0,1,0,0,4,0,0,0,0
"5776","ENSG00000125977.6",4323,7787,6284,11741,6906,7845,4503,4605,6068
"5777","ENSG00000125991.17",4217,22103,11836,15892,17474,12271,11830,12465,15761
"5778","ENSG00000125995.14",1577,4862,2511,3447,5508,2169,1402,6233,1898
"5779","ENSG00000125997.5",0,5,2,4,5,3,0,4,3
"5780","ENSG00000125998.7",3389,157,687,828,4868,1033,0,0,0
"5781","ENSG00000125999.9",3,45,39225,26940,24,1853,14816,9376,375
"5782","ENSG00000126001.14",2322,4042,2326,4275,10576,2268,2461,763,3007
"5783","ENSG00000126003.6",3981,3638,3439,5508,4214,4370,2042,777,5514
"5784","ENSG00000126005.14",539,2255,1746,1625,3312,1419,2457,2347,3613
"5785","ENSG00000126010.5",3,55,3,8,16,4,23,4,23
"5786","ENSG00000126012.10",5385,12803,6628,9858,11919,7423,5448,3402,12855
"5787","ENSG00000126016.12",1327,1483,424,1440,864,266,1880,723,2494
"5788","ENSG00000126062.3",1437,1868,2556,2416,1845,2209,3731,2320,5181
"5789","ENSG00000126067.10",3567,9119,6233,7189,5721,10186,5797,4745,7821
"5790","ENSG00000126070.17",501,1559,795,1559,966,2270,1491,942,2233
"5791","ENSG00000126088.11",607,2799,2297,2289,2364,2203,3712,5699,4544
"5792","ENSG00000126091.18",814,764,1111,1003,2373,917,1321,1103,1763
"5793","ENSG00000126106.12",157,784,249,476,442,541,745,1180,1782
"5794","ENSG00000126107.13",814,2530,1262,2388,2487,2721,2841,2016,4696
"5795","ENSG00000126214.19",1027,1226,2120,2892,3076,1254,1860,1549,3548
"5796","ENSG00000126215.12",767,1431,1843,1420,2915,340,266,451,902
"5797","ENSG00000126216.11",19124,2546,2860,2354,1601,2164,1764,1029,2587
"5798","ENSG00000126217.19",27204,1462,1965,3466,1283,2129,1764,793,2804
"5799","ENSG00000126218.10",722,76,34,78,18,90,1579,675,1323
"5800","ENSG00000126226.20",51067,3760,3708,2652,1587,1844,2406,2938,2607
"5801","ENSG00000126231.12",424,18,56,5,8,11,2,1,11
"5802","ENSG00000126233.1",1,6,76,264,6,113,3,1,0
"5803","ENSG00000126243.7",1711,803,720,1382,2065,1011,1015,364,1187
"5804","ENSG00000126246.8",60,110,85,188,133,77,109,234,117
"5805","ENSG00000126247.9",10883,13708,14697,23096,22741,18409,30239,23691,42805
"5806","ENSG00000126249.6",612,822,491,588,648,328,218,245,261
"5807","ENSG00000126251.6",0,0,0,1,0,0,1,3,2
"5808","ENSG00000126254.10",4642,4858,5006,5654,8716,2530,3795,3150,6138
"5809","ENSG00000126259.18",5,5,5,11,6,20,4,4,14
"5810","ENSG00000126261.11",6888,16613,7871,11857,11319,8548,7240,6401,7263
"5811","ENSG00000126262.4",84,32,29,34,29,92,73,123,520
"5812","ENSG00000126264.8",55,193,221,295,25,119,899,1135,867
"5813","ENSG00000126266.3",3,0,0,0,0,0,3,0,1
"5814","ENSG00000126267.7",5488,11415,10771,9444,9091,7944,5290,10064,7319
"5815","ENSG00000126337.12",3,11,1,5,3,3,1,3,3
"5816","ENSG00000126351.11",818,4334,1120,2677,2295,1875,8146,2898,8146
"5817","ENSG00000126353.3",120,213,125,1019,70,172,364,407,520
"5818","ENSG00000126368.5",867,950,1090,3799,1662,4527,1144,266,1911
"5819","ENSG00000126391.12",3076,4871,3523,5226,4479,5378,2555,1401,3914
"5820","ENSG00000126432.12",7304,5056,11194,12745,9104,8925,14030,28552,18920
"5821","ENSG00000126453.8",1599,1920,1553,1097,648,816,444,590,685
"5822","ENSG00000126456.14",2000,3630,3774,2544,2525,2365,2351,2453,3427
"5823","ENSG00000126457.19",8054,15354,12476,9429,5193,6492,5937,7850,8110
"5824","ENSG00000126458.3",877,1118,1230,1619,673,2529,10090,9572,12178
"5825","ENSG00000126460.9",273,377,235,442,244,392,318,423,689
"5826","ENSG00000126461.13",5193,6650,5765,5979,3896,4062,4767,2091,8662
"5827","ENSG00000126464.12",3431,3337,2314,3296,2053,3142,3679,1601,4504
"5828","ENSG00000126467.9",308,7,2,5,2,0,63,46,42
"5829","ENSG00000126500.3",30,6,31,59,46,4,8,12,13
"5830","ENSG00000126522.15",603,1067,632,1085,930,915,1773,3192,3347
"5831","ENSG00000126524.8",1978,2487,3442,5421,3091,5836,9235,7608,12618
"5832","ENSG00000126545.12",0,0,0,0,0,0,0,0,0
"5833","ENSG00000126549.8",0,0,6,5452,6,27,2,0,0
"5834","ENSG00000126550.7",0,0,0,0,3,1,1,0,0
"5835","ENSG00000126561.15",608,2639,798,1956,468,2136,4232,2493,6288
"5836","ENSG00000126562.15",25,13,8,159,29,18,132,23,41
"5837","ENSG00000126581.11",1803,2680,2259,3678,2436,4433,4018,2093,5672
"5838","ENSG00000126583.9",7,9,14,7,6,5,1,2,4
"5839","ENSG00000126602.9",4050,3080,5053,4997,2671,3784,1936,1483,2697
"5840","ENSG00000126603.7",203,696,965,2721,515,1621,3754,1365,7452
"5841","ENSG00000126653.14",1255,1667,1769,3187,1967,2259,2565,1413,3669
"5842","ENSG00000126698.9",1961,8303,4597,5409,3089,5073,7671,7433,7538
"5843","ENSG00000126705.12",2634,1908,2501,3757,4584,3339,2534,988,3327
"5844","ENSG00000126709.13",635,25965,7863,26179,394,1514,11084,10393,8517
"5845","ENSG00000126733.19",1,5,1,7,44,20,4,2,18
"5846","ENSG00000126746.16",1255,2349,2030,2344,1471,1463,1621,723,2510
"5847","ENSG00000126749.13",884,1545,2091,1439,835,1194,1019,1383,1431
"5848","ENSG00000126752.7",1,0,0,0,1,1,1,0,0
"5849","ENSG00000126756.10",1429,4034,3783,2834,1360,2290,2678,4894,3135
"5850","ENSG00000126759.11",24,99,152,218,51,120,1681,986,2167
"5851","ENSG00000126767.16",2594,4230,2693,2992,2106,3244,1939,1343,2726
"5852","ENSG00000126768.11",1422,4019,3175,2783,2323,1699,1567,2719,2313
"5853","ENSG00000126773.11",1948,2008,1614,3137,1550,2038,3256,1576,4654
"5854","ENSG00000126775.8",1089,990,1073,2587,1231,1112,1471,1189,1903
"5855","ENSG00000126777.16",9980,5699,15648,23441,14161,17082,18352,5315,20651
"5856","ENSG00000126778.8",1789,2196,1827,1370,1216,1110,397,143,109
"5857","ENSG00000126785.11",94,338,388,711,69,585,5060,1760,3681
"5858","ENSG00000126787.11",3006,2019,1506,2607,2439,735,102,66,50
"5859","ENSG00000126790.10",671,201,507,938,964,396,401,458,431
"5860","ENSG00000126803.9",109,171,774,1681,366,1129,1440,897,2094
"5861","ENSG00000126804.12",1324,1533,1092,2973,1214,2080,2416,2106,2901
"5862","ENSG00000126814.6",1193,952,1279,1789,1320,1016,1059,852,1097
"5863","ENSG00000126821.7",648,578,213,1027,170,1154,1607,2006,2331
"5864","ENSG00000126822.14",3796,1771,3800,6892,7080,2399,1824,1073,2461
"5865","ENSG00000126838.8",3,7,312,12,4,2,536,78,210
"5866","ENSG00000126856.12",1,4,0,1,0,4,0,1,2
"5867","ENSG00000126858.15",1511,3857,1390,2962,1574,3125,3609,3769,4401
"5868","ENSG00000126860.10",43,731,273,547,45,482,2215,2418,1318
"5869","ENSG00000126861.4",14,1059,781,34,26,15,1325,461,274
"5870","ENSG00000126870.14",931,565,1005,1252,1020,1081,1295,861,2261
"5871","ENSG00000126878.11",1541,4370,395,2594,1109,572,5808,2248,4591
"5872","ENSG00000126882.11",200,440,319,741,190,455,1404,763,2060
"5873","ENSG00000126883.15",4509,5312,4073,7251,7211,6247,4773,2653,8600
"5874","ENSG00000126890.13",155,0,0,0,389,158,0,0,0
"5875","ENSG00000126895.12",10,9,28,30,5,10,379,295,265
"5876","ENSG00000126903.14",2166,1485,2520,3026,2515,3417,2807,1647,4238
"5877","ENSG00000126934.12",7314,6826,8082,9117,7438,5457,5213,4227,8443
"5878","ENSG00000126945.8",3995,4184,4942,7109,2516,6508,7570,3726,11070
"5879","ENSG00000126947.10",787,903,373,1729,38,313,2490,1848,1592
"5880","ENSG00000126950.7",13,137,22,41,1,29,622,203,305
"5881","ENSG00000126952.15",0,0,1,1,0,0,4,1,3
"5882","ENSG00000126953.5",491,671,612,984,387,506,201,344,317
"5883","ENSG00000126970.14",70,95,53,167,25,99,769,431,711
"5884","ENSG00000127022.13",19653,30025,26870,34222,19789,51530,51454,31097,56409
"5885","ENSG00000127054.17",2314,6430,3675,3907,3583,2418,3464,3289,5928
"5886","ENSG00000127074.13",4,56,28,25,7,23,306,729,439
"5887","ENSG00000127080.8",603,459,606,1205,1090,956,269,141,496
"5888","ENSG00000127081.12",231,443,207,516,318,466,426,342,456
"5889","ENSG00000127083.7",3,206,44,1021,39,359,1569,496,974
"5890","ENSG00000127084.16",121,505,651,1906,680,547,1769,1770,4246
"5891","ENSG00000127124.12",88,891,335,715,203,1419,1905,634,3032
"5892","ENSG00000127125.8",992,3282,1560,2389,2144,3001,3163,4608,3538
"5893","ENSG00000127129.8",4,452,86,101,131,118,42,34,438
"5894","ENSG00000127152.16",937,223,2019,3095,2000,1445,647,153,412
"5895","ENSG00000127184.9",3395,7266,10275,8149,3158,7901,8089,17329,10882
"5896","ENSG00000127191.16",1286,2509,1344,2102,1515,1270,1127,685,1678
"5897","ENSG00000127220.5",682,1563,1737,1082,1123,510,862,1066,1382
"5898","ENSG00000127241.15",3,6780,40,98,38,22,1634,460,2565
"5899","ENSG00000127249.13",171,161,423,530,536,990,4386,2938,6395
"5900","ENSG00000127252.5",24,384,345,130,354,610,5,12,29
"5901","ENSG00000127311.8",303,621,549,837,293,702,602,258,587
"5902","ENSG00000127314.16",2136,3048,10317,3856,2107,5528,6173,5813,5840
"5903","ENSG00000127318.9",0,0,0,2,1,6,0,0,0
"5904","ENSG00000127324.7",4,712,368,178,10,401,1970,1344,2222
"5905","ENSG00000127325.17",1,1036,4,3,2,2,1,3,1
"5906","ENSG00000127328.20",1411,3733,1679,1795,1191,2616,1690,1220,2837
"5907","ENSG00000127329.13",196,746,482,1176,117,986,33464,6850,23350
"5908","ENSG00000127334.10",1620,2874,4199,3469,1066,4460,1902,1028,2188
"5909","ENSG00000127337.5",1129,2685,3336,1329,1280,888,917,1609,567
"5910","ENSG00000127362.2",0,0,0,3,0,1,3,2,4
"5911","ENSG00000127364.3",6,19,8,9,23,7,7,24,35
"5912","ENSG00000127366.5",12,36,7,17,26,32,8,12,26
"5913","ENSG00000127377.7",3,6,7,11,2,19,17,11,11
"5914","ENSG00000127399.13",1362,1372,868,1381,822,472,635,566,748
"5915","ENSG00000127412.5",0,13,1,3,0,2,2,2,5
"5916","ENSG00000127415.11",81,393,308,513,278,432,604,722,1309
"5917","ENSG00000127418.13",776,2406,552,1243,1038,734,1454,793,3153
"5918","ENSG00000127419.15",165,821,762,751,688,646,1211,1048,2549
"5919","ENSG00000127423.9",189,757,363,329,300,206,33,27,45
"5920","ENSG00000127445.12",1414,3978,2686,2823,2440,1078,2447,4209,3452
"5921","ENSG00000127452.7",739,1323,1221,1576,1310,897,1154,1202,2074
"5922","ENSG00000127463.12",2961,8211,3970,7211,6138,5449,4405,2392,7644
"5923","ENSG00000127472.9",2,117,43,84,13,87,884,218,295
"5924","ENSG00000127481.13",4852,8009,6322,12882,8646,10731,10057,3824,19075
"5925","ENSG00000127483.16",5220,12620,8483,12527,8397,8070,12349,7557,16243
"5926","ENSG00000127507.16",362,435,234,655,98,1018,598,252,1745
"5927","ENSG00000127511.8",1713,3001,4833,4119,3889,1957,2634,1881,5396
"5928","ENSG00000127515.1",0,1,0,0,0,0,0,0,0
"5929","ENSG00000127526.12",4526,6301,5925,6620,4398,7338,5432,2716,9288
"5930","ENSG00000127527.12",2243,3829,4966,5022,2867,2538,2377,1332,3664
"5931","ENSG00000127528.5",105,381,458,1789,125,364,5641,8329,6445
"5932","ENSG00000127529.7",0,0,0,0,0,0,0,0,0
"5933","ENSG00000127530.2",12,11,3,15,15,6,5,0,2
"5934","ENSG00000127533.3",23,269,95,408,24,90,1312,442,5452
"5935","ENSG00000127540.10",2462,5315,4785,3802,2672,2814,3487,7183,3543
"5936","ENSG00000127554.12",677,977,811,963,525,588,763,1032,1148
"5937","ENSG00000127561.13",41,85,90,162,61,558,51,25,22
"5938","ENSG00000127564.15",1671,1204,2876,1370,2126,543,85,68,75
"5939","ENSG00000127578.6",56,31,17,58,82,67,38,32,208
"5940","ENSG00000127580.14",312,722,857,924,831,674,619,512,1241
"5941","ENSG00000127585.10",604,114,83,766,253,138,310,208,491
"5942","ENSG00000127586.15",1508,1354,1941,1068,1941,466,209,219,359
"5943","ENSG00000127588.4",2,43,3,0,4,3,0,0,4
"5944","ENSG00000127589.4",96,122,24,104,65,68,38,30,42
"5945","ENSG00000127603.22",6676,13883,7094,18710,13854,25811,59273,14251,66564
"5946","ENSG00000127616.16",13099,16610,9487,17233,12100,7668,7528,2947,13544
"5947","ENSG00000127663.13",2918,4145,2253,4402,4279,2351,2604,1239,4985
"5948","ENSG00000127666.9",1655,2174,2247,3243,1933,2815,2049,902,3906
"5949","ENSG00000127720.6",152,293,110,243,192,171,436,509,357
"5950","ENSG00000127743.5",63,12,17,13,5,8,30,15,4
"5951","ENSG00000127774.6",155,222,213,345,160,103,90,257,193
"5952","ENSG00000127780.3",0,0,0,0,0,0,1,0,1
"5953","ENSG00000127804.11",1289,2635,2080,3467,2068,1753,2697,1115,4236
"5954","ENSG00000127824.12",1941,2053,5744,4549,3677,10058,3033,3376,4770
"5955","ENSG00000127831.9",186,17933,5,3,4,11,5,10,21
"5956","ENSG00000127837.8",3248,10665,6188,5187,4241,6352,6210,4885,8046
"5957","ENSG00000127838.12",1126,4952,2678,2861,1697,2226,4325,5244,10516
"5958","ENSG00000127863.14",493,470,723,1891,995,822,3577,2164,3840
"5959","ENSG00000127870.15",1236,1823,3221,3691,1983,4652,2959,2103,4490
"5960","ENSG00000127884.4",2301,5231,4448,5331,2997,5087,6100,5920,6286
"5961","ENSG00000127903.13",7,348,19,30,3,22,153,128,192
"5962","ENSG00000127914.15",1761,2399,1685,5139,2213,3352,5644,2712,8412
"5963","ENSG00000127920.5",149,797,643,945,105,718,11539,19076,8282
"5964","ENSG00000127922.8",4342,5021,8707,9222,6141,6309,2406,4435,3086
"5965","ENSG00000127928.11",160,126,121,364,207,293,0,4,0
"5966","ENSG00000127946.15",3274,2321,3289,5572,5011,5518,11404,3023,18149
"5967","ENSG00000127947.14",6540,4702,4375,9622,4357,13496,8962,5621,14491
"5968","ENSG00000127948.12",7079,5452,8586,17409,8907,6593,6871,7269,19860
"5969","ENSG00000127951.5",296,2171,904,2168,95,926,7309,3587,7065
"5970","ENSG00000127952.15",1056,1112,1202,1868,1196,1373,1452,1543,1871
"5971","ENSG00000127954.11",70,509,750,657,224,1543,15278,8665,40687
"5972","ENSG00000127955.14",755,483,2519,2979,3161,4670,3003,2716,2209
"5973","ENSG00000127957.15",71,251,166,280,163,135,80,80,138
"5974","ENSG00000127980.14",936,1888,687,1944,1406,1169,1321,1035,1601
"5975","ENSG00000127989.12",742,964,757,1219,670,800,400,726,493
"5976","ENSG00000127990.14",38,1425,785,1898,538,929,3675,4386,4064
"5977","ENSG00000127993.13",347,985,536,1127,764,802,717,863,726
"5978","ENSG00000127995.15",355,1279,807,1433,515,1258,2337,1644,3001
"5979","ENSG00000128000.14",435,867,450,787,225,464,634,584,892
"5980","ENSG00000128011.4",447,339,300,485,170,168,200,74,275
"5981","ENSG00000128016.5",2838,3142,7929,16755,10705,11067,66963,36298,90202
"5982","ENSG00000128039.9",622,2557,1545,1541,965,1750,1439,1961,1958
"5983","ENSG00000128040.9",3,3,110,49,30,8,14,27,6
"5984","ENSG00000128045.6",14,374,153,365,193,635,261,168,95
